Position (cm^-1)	Sample Intensity (V)
1240	1.28933797896025e-5
1245	1.05298349808436e-5
1250	8.46803595777601e-6
1255	7.74920681578806e-6
1260	9.45713691180572e-6
1265	1.32557070173789e-5
1270	1.89783859241288e-5
1275	2.5800205548876e-5
1280	3.2389576517744e-5
1285	3.7217960198177e-5
1290	3.93328591599129e-5
1295	3.88287771784235e-5
1300	3.69416848116089e-5
1305	3.5060027585132e-5
1310	3.38020690833218e-5
1315	3.31024857587181e-5
1320	3.21221086778678e-5
1325	2.8308106266195e-5
1330	2.22718917939346e-5
1335	1.96729888557456e-5
1340	3.21459956467152e-5
1345	7.92394566815347e-5
1350	1.74265936948359e-4
1355	3.08387621771544e-4
1360	4.34752437286079e-4
1365	5.01878384966403e-4
1370	5.11700636707246e-4
1375	4.92297171149403e-4
1380	4.61401650682092e-4
1385	4.30526328273118e-4
1390	3.97585274185985e-4
1395	3.60984908184037e-4
1400	3.20925348205492e-4
1405	2.74787278613076e-4
1410	2.26240925258026e-4
1415	1.8940978043247e-4
1420	1.72698506503366e-4
1425	1.85795739525929e-4
1430	2.26339296204969e-4
1435	2.86871887510642e-4
1440	3.55977797880769e-4
1445	4.17060276959091e-4
1450	4.57866961369291e-4
1455	4.78450499940664e-4
1460	4.74753673188388e-4
1465	4.51545987743884e-4
1470	4.16148221120238e-4
1475	3.78394703147933e-4
1480	3.43625928508118e-4
1485	3.12308402499184e-4
1490	2.86151131149381e-4
1495	2.72037257673219e-4
1500	2.67103197984397e-4
1505	2.71265802439302e-4
1510	2.81285116216168e-4
1515	2.94148951070383e-4
1520	3.0425566365011e-4
1525	3.06342641124502e-4
1530	2.96870624879375e-4
1535	2.78088293271139e-4
1540	2.49986507697031e-4
1545	2.19234498217702e-4
1550	1.90076258149929e-4
1555	1.71005929587409e-4
1560	1.61936302902177e-4
1565	1.56292764586397e-4
1570	1.4696862490382e-4
1575	1.33772220578976e-4
1580	1.17593997856602e-4
1585	1.01927209470887e-4
1590	8.93821415957063e-5
1595	8.45849135657772e-5
1600	8.39040367281996e-5
1605	8.17925174487755e-5
1610	7.40573450457305e-5
1615	6.08702539466322e-5
1620	4.32435517723206e-5
1625	2.40891222347273e-5
1630	9.32720013224753e-6
1635	5.69166422792478e-6
1640	1.56825699377805e-5
1645	3.72745416825637e-5
1650	5.98810729570687e-5
1655	7.52902560634539e-5
1660	8.13853257568553e-5
1665	8.35151149658486e-5
1670	8.60871296026744e-5
1675	8.89937728061341e-5
1680	9.2454174591694e-5
1685	9.57396769081242e-5
1690	9.85110964393243e-5
1695	1.00851284514647e-4
1700	1.01963662018534e-4
1705	1.02214602520689e-4
1710	1.02085396065377e-4
1715	1.02479963970836e-4
1720	1.03359365311917e-4
1725	1.05047234683298e-4
1730	1.08135980553925e-4
1735	1.1271611583652e-4
1740	1.19022843136918e-4
1745	1.26990358694457e-4
1750	1.35564536321908e-4
1755	1.44717079820111e-4
1760	1.50495980051346e-4
1765	1.50425898027606e-4
1770	1.43717959872447e-4
1775	1.31076783873141e-4
1780	1.15599774289876e-4
1785	1.00807017588522e-4
1790	8.91932577360421e-5
1795	8.33860467537306e-5
1800	8.05043091531843e-5
1805	7.81043272581883e-5
1810	7.52750493120402e-5
1815	7.24836354493164e-5
1820	7.088413258316e-5
1825	7.06041246303357e-5
1830	7.05159036442637e-5
1835	7.00627788319252e-5
1840	6.58116914564744e-5
1845	5.61591332370881e-5
1850	4.2750751163112e-5
1855	2.94051042146748e-5
1860	2.39869295910466e-5
1865	2.88206883851672e-5
1870	5.28255332028493e-5
1875	1.08986590930726e-4
1875	1.09056192741264e-4
