# Date: 2017/04/10
# Time: 09:35:21 AM
# User: Jess
# SetPoint: 75
# FeedBackMode: hyPIR F2D1s
# Ki: 800
# Kp: 0
# x center: -3.5e-6
# y center: -2.1e-6
# width: 4.000 µm
# height: 4.000 µm
# angle: 0
# scan speed: 0.01121
# x pixels: 128
# y pixels: 128
# overscan percent: 5
# dither frequency: 1690531.9375 Hz
# dither amplitude: 0.302172270141519 V
# Version: 1.12
# VistaScanVersion: 1.6.1 beta 110
# UTCDateTime: 2017/04/10 16:35:21
# Lens: 0.9NA Air
# Scanner: scanner
# Scanner calibration: 2016-3-21 clscanner demo.ini
# Head calibration: softlinHead.ini
# Lockin calibration: controller_574-580-549-16.ini
# StartDate: 04/10/2017
# StartTime: 08:14:32 AM
# SetPointPhysUnit: V
# Bias: 0
# BiasPhysUnit: mV
# FastZKi: 3
# FastZKp: 1e-6
# FastZTd: 0
# FastZAlpha: 3
# XStage: 1166.1762
# YStage: -1969.1424
# dzdx: 0
# dzdy: 0
# TimeConstant: 2 ms
# RollOff: 12 db/oct
# DetectionFrequency: 275165.865838068
# LaserController1State: On
# LaserController1Laser: IR
# LaserController1LaserWavelength: 6816.63258350375
# LaserController1DutyCycle: 10
# LaserController1VoltageLow: 0
# LaserController1VoltageHigh: 4
# LaserController1Frequency: 1415366.07166193
# LaserController2State: Off
# BottomObjectiveFocus: 0

# Channel: TopographyFwd
# Value units: m
-1.98405e-6	-1.95018e-6	-1.93369e-6	-1.92293e-6	-1.93795e-6	-2.00174e-6	-2.00274e-6	-2.00319e-6	-2.00368e-6	-2.00486e-6	-2.0062e-6	-2.00501e-6	-1.9935e-6	-1.98152e-6	-1.9728e-6	-1.96333e-6	-1.95653e-6	-1.9504e-6	-1.94796e-6	-1.94681e-6	-1.94828e-6	-1.95496e-6	-1.96584e-6	-1.97761e-6	-1.99697e-6	-2.0141e-6	-2.03886e-6	-2.04312e-6	-2.02409e-6	-2.01199e-6	-2.00578e-6	-1.99919e-6	-1.99602e-6	-2.00082e-6	-1.98938e-6	-1.97945e-6	-1.97199e-6	-1.97416e-6	-1.98274e-6	-1.98572e-6	-1.97448e-6	-1.95778e-6	-1.96441e-6	-1.95809e-6	-1.95344e-6	-1.95327e-6	-1.95103e-6	-1.95388e-6	-1.95929e-6	-1.9652e-6	-1.97493e-6	-1.98965e-6	-2.00196e-6	-1.97076e-6	-1.90081e-6	-1.87164e-6	-1.84951e-6	-1.85356e-6	-1.8884e-6	-1.89943e-6	-1.94304e-6	-1.97797e-6	-1.97409e-6	-1.96734e-6	-1.96455e-6	-1.96846e-6	-1.97559e-6	-1.98658e-6	-2.00829e-6	-2.01752e-6	-2.00804e-6	-1.99893e-6	-1.98928e-6	-1.98014e-6	-1.97214e-6	-1.97139e-6	-1.97764e-6	-1.98706e-6	-1.99753e-6	-2.00497e-6	-2.00089e-6	-1.99717e-6	-1.9932e-6	-1.99947e-6	-2.00439e-6	-2.00275e-6	-2.00299e-6	-1.99541e-6	-1.98206e-6	-1.97275e-6	-1.96447e-6	-1.9607e-6	-1.96095e-6	-1.96274e-6	-1.96304e-6	-1.96494e-6	-1.96999e-6	-1.97443e-6	-1.98394e-6	-1.99888e-6	-1.98631e-6	-1.97331e-6	-1.96735e-6	-1.96641e-6	-1.96975e-6	-1.97866e-6	-1.98729e-6	-1.9936e-6	-1.9993e-6	-2.00265e-6	-1.98868e-6	-1.97379e-6	-1.96306e-6	-1.95722e-6	-1.95507e-6	-1.95997e-6	-1.96924e-6	-1.98181e-6	-1.98442e-6	-1.97873e-6	-1.96649e-6	-1.95935e-6	-1.9563e-6	-1.96045e-6	-1.96612e-6	-1.97411e-6	-1.98691e-6	-1.98759e-6
-1.95846e-6	-1.96683e-6	-1.94947e-6	-1.9475e-6	-1.96568e-6	-2.00564e-6	-2.01599e-6	-2.01478e-6	-2.01414e-6	-2.01413e-6	-2.01045e-6	-1.99529e-6	-1.98465e-6	-1.97473e-6	-1.96932e-6	-1.963e-6	-1.95791e-6	-1.953e-6	-1.94904e-6	-1.94899e-6	-1.94998e-6	-1.9571e-6	-1.96723e-6	-1.98188e-6	-2.00168e-6	-2.01887e-6	-2.03845e-6	-2.03055e-6	-2.01646e-6	-2.00279e-6	-1.99838e-6	-1.99105e-6	-1.98975e-6	-1.99442e-6	-1.99328e-6	-1.98206e-6	-1.97695e-6	-1.97766e-6	-1.98489e-6	-1.98072e-6	-1.96654e-6	-1.95572e-6	-1.95163e-6	-1.9528e-6	-1.95445e-6	-1.94296e-6	-1.95057e-6	-1.95066e-6	-1.9544e-6	-1.96086e-6	-1.96978e-6	-1.98104e-6	-1.98211e-6	-1.95416e-6	-1.9055e-6	-1.86757e-6	-1.86275e-6	-1.87107e-6	-1.88607e-6	-1.90707e-6	-1.94031e-6	-1.97451e-6	-1.96693e-6	-1.96427e-6	-1.96617e-6	-1.97057e-6	-1.97851e-6	-1.99045e-6	-2.01035e-6	-2.02044e-6	-2.01079e-6	-2.00156e-6	-1.99139e-6	-1.98238e-6	-1.97851e-6	-1.9799e-6	-1.98628e-6	-1.9948e-6	-2.00093e-6	-1.98923e-6	-1.98078e-6	-1.98211e-6	-1.98382e-6	-1.98845e-6	-1.99639e-6	-2.0059e-6	-2.00466e-6	-1.98763e-6	-1.97509e-6	-1.96687e-6	-1.96217e-6	-1.96003e-6	-1.95677e-6	-1.95484e-6	-1.95443e-6	-1.9566e-6	-1.96073e-6	-1.96779e-6	-1.97713e-6	-1.99385e-6	-2.00064e-6	-1.98529e-6	-1.97543e-6	-1.9729e-6	-1.97446e-6	-1.97657e-6	-1.98065e-6	-1.98489e-6	-1.9921e-6	-1.99811e-6	-1.98276e-6	-1.96676e-6	-1.95668e-6	-1.951e-6	-1.94943e-6	-1.95539e-6	-1.96436e-6	-1.98226e-6	-2.00033e-6	-2.0039e-6	-1.99252e-6	-1.98053e-6	-1.97425e-6	-1.97501e-6	-1.98263e-6	-1.98525e-6	-1.98177e-6	-1.98026e-6
-1.92839e-6	-1.99091e-6	-1.97319e-6	-1.97754e-6	-1.99811e-6	-2.02249e-6	-2.01925e-6	-2.0186e-6	-2.0195e-6	-2.01576e-6	-1.99906e-6	-1.98741e-6	-1.98001e-6	-1.97532e-6	-1.96987e-6	-1.96474e-6	-1.95976e-6	-1.9539e-6	-1.9486e-6	-1.94738e-6	-1.95043e-6	-1.95531e-6	-1.96578e-6	-1.98045e-6	-1.99932e-6	-2.01892e-6	-2.03101e-6	-2.0199e-6	-2.00372e-6	-1.99428e-6	-1.98832e-6	-1.98349e-6	-1.98033e-6	-1.98757e-6	-1.99661e-6	-1.99334e-6	-1.99118e-6	-1.99293e-6	-1.9856e-6	-1.96877e-6	-1.95629e-6	-1.95292e-6	-1.95205e-6	-1.95145e-6	-1.95067e-6	-1.9466e-6	-1.94967e-6	-1.94908e-6	-1.94844e-6	-1.95252e-6	-1.96225e-6	-1.97613e-6	-1.98486e-6	-1.9397e-6	-1.90538e-6	-1.87181e-6	-1.86562e-6	-1.87707e-6	-1.8893e-6	-1.89628e-6	-1.91408e-6	-1.97133e-6	-1.96488e-6	-1.96452e-6	-1.96771e-6	-1.97569e-6	-1.98289e-6	-1.99116e-6	-2.01136e-6	-2.02271e-6	-2.01452e-6	-2.00648e-6	-1.99555e-6	-1.98849e-6	-1.9886e-6	-1.99189e-6	-1.99844e-6	-1.99466e-6	-1.99003e-6	-1.97457e-6	-1.9694e-6	-1.96828e-6	-1.96953e-6	-1.9773e-6	-1.98778e-6	-1.9987e-6	-2.00504e-6	-1.98404e-6	-1.97671e-6	-1.96976e-6	-1.96633e-6	-1.9657e-6	-1.96217e-6	-1.96202e-6	-1.96017e-6	-1.95901e-6	-1.96056e-6	-1.96831e-6	-1.97539e-6	-1.98676e-6	-1.99667e-6	-1.97992e-6	-1.97048e-6	-1.96533e-6	-1.96623e-6	-1.96961e-6	-1.97215e-6	-1.97675e-6	-1.98223e-6	-1.9884e-6	-1.97893e-6	-1.96979e-6	-1.96052e-6	-1.95342e-6	-1.94943e-6	-1.95441e-6	-1.96464e-6	-1.98332e-6	-2.00781e-6	-2.02263e-6	-2.01555e-6	-2.00516e-6	-1.99681e-6	-1.99398e-6	-1.99111e-6	-1.97864e-6	-1.97477e-6	-1.97493e-6
-1.93902e-6	-1.99814e-6	-1.99663e-6	-2.00198e-6	-1.99724e-6	-1.99877e-6	-2.00487e-6	-2.01154e-6	-2.01618e-6	-2.00897e-6	-1.99482e-6	-1.98794e-6	-1.98178e-6	-1.97643e-6	-1.97249e-6	-1.96679e-6	-1.96149e-6	-1.95548e-6	-1.95121e-6	-1.94752e-6	-1.94928e-6	-1.95427e-6	-1.96371e-6	-1.97607e-6	-1.99513e-6	-2.01534e-6	-2.02762e-6	-2.01494e-6	-1.99987e-6	-1.98935e-6	-1.97913e-6	-1.97995e-6	-1.97888e-6	-1.98321e-6	-2.00037e-6	-2.01486e-6	-2.01491e-6	-2.01047e-6	-1.98055e-6	-1.95874e-6	-1.95156e-6	-1.94936e-6	-1.94935e-6	-1.94749e-6	-1.94711e-6	-1.94729e-6	-1.94604e-6	-1.9462e-6	-1.94617e-6	-1.94841e-6	-1.96023e-6	-1.976e-6	-1.98206e-6	-1.93511e-6	-1.91351e-6	-1.8805e-6	-1.85785e-6	-1.87095e-6	-1.89473e-6	-1.91134e-6	-1.9312e-6	-1.97053e-6	-1.9648e-6	-1.96521e-6	-1.97149e-6	-1.97962e-6	-1.9873e-6	-1.99582e-6	-2.01419e-6	-2.02964e-6	-2.01923e-6	-2.01035e-6	-2.00296e-6	-1.98632e-6	-1.96656e-6	-2.00126e-6	-2.00719e-6	-1.99343e-6	-1.97781e-6	-1.96613e-6	-1.95677e-6	-1.95414e-6	-1.96151e-6	-1.96949e-6	-1.98228e-6	-1.99455e-6	-2.00234e-6	-1.98476e-6	-1.97669e-6	-1.9688e-6	-1.96719e-6	-1.96931e-6	-1.96601e-6	-1.96488e-6	-1.96431e-6	-1.96241e-6	-1.9615e-6	-1.96461e-6	-1.97389e-6	-1.98786e-6	-1.99747e-6	-1.97573e-6	-1.96069e-6	-1.95495e-6	-1.95688e-6	-1.95896e-6	-1.96185e-6	-1.96685e-6	-1.97271e-6	-1.9824e-6	-1.98576e-6	-1.97596e-6	-1.96582e-6	-1.95823e-6	-1.95322e-6	-1.95534e-6	-1.96656e-6	-1.98588e-6	-2.01159e-6	-2.03841e-6	-2.04206e-6	-2.0307e-6	-2.01372e-6	-1.99403e-6	-1.98327e-6	-1.97107e-6	-1.96639e-6	-1.96324e-6
-1.99656e-6	-2.00944e-6	-1.9977e-6	-1.98743e-6	-1.98393e-6	-1.98808e-6	-1.99105e-6	-2.00062e-6	-2.00636e-6	-2.00155e-6	-1.99282e-6	-1.98645e-6	-1.98191e-6	-1.97676e-6	-1.97125e-6	-1.9665e-6	-1.96082e-6	-1.95507e-6	-1.9497e-6	-1.94659e-6	-1.94779e-6	-1.95457e-6	-1.96392e-6	-1.978e-6	-1.9974e-6	-2.01682e-6	-2.02442e-6	-2.00937e-6	-1.99563e-6	-1.9847e-6	-1.97616e-6	-1.97648e-6	-1.9813e-6	-1.98608e-6	-1.99926e-6	-2.01948e-6	-2.02815e-6	-2.01608e-6	-1.97871e-6	-1.93809e-6	-1.93733e-6	-1.9474e-6	-1.94665e-6	-1.94562e-6	-1.94537e-6	-1.94471e-6	-1.94379e-6	-1.94454e-6	-1.94529e-6	-1.94975e-6	-1.96289e-6	-1.97659e-6	-1.99062e-6	-1.94685e-6	-1.9284e-6	-1.88522e-6	-1.8662e-6	-1.86873e-6	-1.87436e-6	-1.92657e-6	-1.98925e-6	-1.97673e-6	-1.96978e-6	-1.96825e-6	-1.97588e-6	-1.98314e-6	-1.99265e-6	-2.00398e-6	-2.02055e-6	-2.0377e-6	-2.02814e-6	-2.02005e-6	-2.01244e-6	-1.95937e-6	-1.94515e-6	-1.9868e-6	-1.9922e-6	-1.9783e-6	-1.96696e-6	-1.95622e-6	-1.9504e-6	-1.95061e-6	-1.95633e-6	-1.96632e-6	-1.97676e-6	-1.98995e-6	-2.00044e-6	-1.98761e-6	-1.98111e-6	-1.9742e-6	-1.97329e-6	-1.97162e-6	-1.96789e-6	-1.96628e-6	-1.96499e-6	-1.9658e-6	-1.96744e-6	-1.96816e-6	-1.97416e-6	-1.9888e-6	-1.9861e-6	-1.97451e-6	-1.9582e-6	-1.95016e-6	-1.95015e-6	-1.94998e-6	-1.95529e-6	-1.95885e-6	-1.96963e-6	-1.98516e-6	-1.99139e-6	-1.98364e-6	-1.97389e-6	-1.9662e-6	-1.96398e-6	-1.9649e-6	-1.97706e-6	-1.99425e-6	-2.01775e-6	-2.02773e-6	-2.03607e-6	-2.03888e-6	-2.01052e-6	-1.9892e-6	-1.97997e-6	-1.96492e-6	-1.96088e-6	-1.9565e-6
-1.98533e-6	-1.99707e-6	-1.98563e-6	-1.97329e-6	-1.96892e-6	-1.97289e-6	-1.97814e-6	-1.98618e-6	-1.99477e-6	-2.00077e-6	-1.99513e-6	-1.9896e-6	-1.98468e-6	-1.97921e-6	-1.97391e-6	-1.96998e-6	-1.96457e-6	-1.95831e-6	-1.95346e-6	-1.94797e-6	-1.9488e-6	-1.95673e-6	-1.96619e-6	-1.98017e-6	-1.99951e-6	-2.01606e-6	-2.02978e-6	-2.01579e-6	-2.0027e-6	-1.98776e-6	-1.98166e-6	-1.97847e-6	-1.983e-6	-1.99273e-6	-2.00612e-6	-2.01272e-6	-2.01428e-6	-2.0119e-6	-1.97856e-6	-1.95464e-6	-1.94316e-6	-1.94573e-6	-1.94403e-6	-1.94308e-6	-1.94303e-6	-1.94257e-6	-1.94158e-6	-1.94242e-6	-1.94743e-6	-1.95523e-6	-1.9649e-6	-1.96984e-6	-1.97191e-6	-1.95151e-6	-1.92949e-6	-1.90653e-6	-1.87628e-6	-1.87828e-6	-1.89436e-6	-1.98821e-6	-1.9818e-6	-1.97449e-6	-1.97301e-6	-1.97314e-6	-1.98071e-6	-1.98972e-6	-1.99915e-6	-2.01381e-6	-2.02941e-6	-2.03478e-6	-2.02732e-6	-2.01443e-6	-2.00372e-6	-1.96176e-6	-1.9606e-6	-1.98075e-6	-1.98017e-6	-1.97032e-6	-1.96068e-6	-1.95212e-6	-1.94756e-6	-1.95083e-6	-1.95528e-6	-1.96264e-6	-1.97419e-6	-1.98444e-6	-1.99651e-6	-1.99333e-6	-1.98725e-6	-1.98195e-6	-1.97866e-6	-1.97706e-6	-1.97513e-6	-1.97255e-6	-1.96978e-6	-1.96906e-6	-1.9711e-6	-1.97133e-6	-1.96383e-6	-1.9589e-6	-1.95911e-6	-1.97493e-6	-1.96478e-6	-1.95342e-6	-1.94587e-6	-1.94538e-6	-1.94968e-6	-1.95564e-6	-1.97259e-6	-1.99173e-6	-1.99983e-6	-1.98977e-6	-1.97962e-6	-1.97393e-6	-1.97572e-6	-1.98011e-6	-1.99136e-6	-1.99878e-6	-2.00627e-6	-2.01095e-6	-2.01449e-6	-2.02216e-6	-2.00602e-6	-1.98321e-6	-1.97194e-6	-1.95905e-6	-1.95454e-6	-1.95016e-6
-1.98218e-6	-2.00081e-6	-1.98025e-6	-1.96221e-6	-1.95896e-6	-1.96239e-6	-1.96633e-6	-1.97441e-6	-1.985e-6	-1.99607e-6	-1.99738e-6	-1.99186e-6	-1.98668e-6	-1.98167e-6	-1.97594e-6	-1.97128e-6	-1.96543e-6	-1.96072e-6	-1.95477e-6	-1.95141e-6	-1.95392e-6	-1.96176e-6	-1.97499e-6	-1.98833e-6	-2.00359e-6	-2.01421e-6	-2.01752e-6	-2.01275e-6	-1.99456e-6	-1.98206e-6	-1.97869e-6	-1.97826e-6	-1.98093e-6	-1.98652e-6	-1.99367e-6	-1.99994e-6	-2.00112e-6	-2.00003e-6	-1.97822e-6	-1.95917e-6	-1.94845e-6	-1.94464e-6	-1.94341e-6	-1.94292e-6	-1.94225e-6	-1.94087e-6	-1.94198e-6	-1.94529e-6	-1.95271e-6	-1.95602e-6	-1.9544e-6	-1.95406e-6	-1.95566e-6	-1.95404e-6	-1.93875e-6	-1.93185e-6	-1.91931e-6	-1.93113e-6	-1.96154e-6	-1.9832e-6	-1.97403e-6	-1.96871e-6	-1.97367e-6	-1.98376e-6	-1.99164e-6	-2.00024e-6	-2.01375e-6	-2.03081e-6	-2.03185e-6	-2.0253e-6	-2.00891e-6	-1.99484e-6	-1.98456e-6	-1.97409e-6	-1.97376e-6	-1.97239e-6	-1.96898e-6	-1.97102e-6	-1.96455e-6	-1.95572e-6	-1.95036e-6	-1.94709e-6	-1.95374e-6	-1.95842e-6	-1.97079e-6	-1.98393e-6	-1.99585e-6	-2.00084e-6	-1.99848e-6	-1.99165e-6	-1.98857e-6	-1.9849e-6	-1.98337e-6	-1.98126e-6	-1.97707e-6	-1.97309e-6	-1.96595e-6	-1.95574e-6	-1.94615e-6	-1.93885e-6	-1.94079e-6	-1.95349e-6	-1.95791e-6	-1.96284e-6	-1.95168e-6	-1.95286e-6	-1.95628e-6	-1.96298e-6	-1.97665e-6	-1.99844e-6	-2.00089e-6	-1.99941e-6	-1.99272e-6	-1.98741e-6	-1.98401e-6	-1.99118e-6	-1.98724e-6	-1.98822e-6	-1.98864e-6	-1.99267e-6	-1.99523e-6	-2.00036e-6	-2.00127e-6	-1.98111e-6	-1.96946e-6	-1.95495e-6	-1.94995e-6	-1.9455e-6
-1.98815e-6	-2.00496e-6	-1.9837e-6	-1.96276e-6	-1.95128e-6	-1.95129e-6	-1.95594e-6	-1.96252e-6	-1.97391e-6	-1.99146e-6	-1.99659e-6	-1.99489e-6	-1.99083e-6	-1.98514e-6	-1.97997e-6	-1.97443e-6	-1.96942e-6	-1.96476e-6	-1.96007e-6	-1.95825e-6	-1.96463e-6	-1.97338e-6	-1.98766e-6	-2.00254e-6	-2.01161e-6	-2.0095e-6	-1.99607e-6	-1.98605e-6	-1.97043e-6	-1.96425e-6	-1.96849e-6	-1.96817e-6	-1.9689e-6	-1.97669e-6	-1.9868e-6	-1.98799e-6	-1.98856e-6	-1.98918e-6	-1.9845e-6	-1.96714e-6	-1.95725e-6	-1.94955e-6	-1.94424e-6	-1.94365e-6	-1.94313e-6	-1.94391e-6	-1.94829e-6	-1.95619e-6	-1.95343e-6	-1.9456e-6	-1.94216e-6	-1.94087e-6	-1.93785e-6	-1.94302e-6	-1.94836e-6	-1.94305e-6	-1.94296e-6	-1.96445e-6	-1.98202e-6	-1.98067e-6	-1.97236e-6	-1.9699e-6	-1.97742e-6	-1.99366e-6	-2.00764e-6	-2.01578e-6	-2.03603e-6	-2.04114e-6	-2.0348e-6	-2.01651e-6	-1.9968e-6	-1.98593e-6	-1.97593e-6	-1.96887e-6	-1.96801e-6	-1.96595e-6	-1.97154e-6	-1.97475e-6	-1.97402e-6	-1.96759e-6	-1.96119e-6	-1.95673e-6	-1.95522e-6	-1.96394e-6	-1.97389e-6	-1.98603e-6	-1.99983e-6	-2.0109e-6	-2.01137e-6	-2.00709e-6	-2.00494e-6	-2.00191e-6	-1.99564e-6	-1.99143e-6	-1.98217e-6	-1.96385e-6	-1.94936e-6	-1.94388e-6	-1.93737e-6	-1.93159e-6	-1.93269e-6	-1.93655e-6	-1.94037e-6	-1.96176e-6	-1.96471e-6	-1.96468e-6	-1.97139e-6	-1.97786e-6	-1.983e-6	-1.98525e-6	-1.98681e-6	-1.99103e-6	-1.99657e-6	-1.99507e-6	-1.9924e-6	-1.99275e-6	-1.98322e-6	-1.97386e-6	-1.97263e-6	-1.97526e-6	-1.97949e-6	-1.98766e-6	-1.99415e-6	-1.98036e-6	-1.96878e-6	-1.95456e-6	-1.94813e-6	-1.94384e-6
-1.99854e-6	-2.00842e-6	-1.98523e-6	-1.96149e-6	-1.94605e-6	-1.94627e-6	-1.94931e-6	-1.95806e-6	-1.96912e-6	-1.98272e-6	-1.98418e-6	-1.98791e-6	-1.98987e-6	-1.98834e-6	-1.98432e-6	-1.97942e-6	-1.97344e-6	-1.97249e-6	-1.96885e-6	-1.97033e-6	-1.97842e-6	-1.98891e-6	-2.00631e-6	-2.01265e-6	-2.01512e-6	-1.99687e-6	-1.97615e-6	-1.96689e-6	-1.95617e-6	-1.94619e-6	-1.95019e-6	-1.95386e-6	-1.96087e-6	-1.96948e-6	-1.9772e-6	-1.97848e-6	-1.97983e-6	-1.97862e-6	-1.98343e-6	-1.98089e-6	-1.96641e-6	-1.9574e-6	-1.95252e-6	-1.94846e-6	-1.94999e-6	-1.95566e-6	-1.96078e-6	-1.95873e-6	-1.94712e-6	-1.93899e-6	-1.93294e-6	-1.92944e-6	-1.92694e-6	-1.92983e-6	-1.93522e-6	-1.94161e-6	-1.95368e-6	-1.96905e-6	-1.98701e-6	-1.99009e-6	-1.97931e-6	-1.97768e-6	-1.98671e-6	-2.00511e-6	-2.01351e-6	-2.01883e-6	-2.02198e-6	-2.0286e-6	-2.03115e-6	-2.01536e-6	-1.99624e-6	-1.98074e-6	-1.97569e-6	-1.96824e-6	-1.96453e-6	-1.96763e-6	-1.97174e-6	-1.97803e-6	-1.98686e-6	-1.98481e-6	-1.97851e-6	-1.97101e-6	-1.96637e-6	-1.97366e-6	-1.98059e-6	-1.99437e-6	-2.01293e-6	-2.02783e-6	-2.02328e-6	-2.02171e-6	-2.02185e-6	-2.02137e-6	-2.01785e-6	-1.9997e-6	-1.97666e-6	-1.95713e-6	-1.94532e-6	-1.93548e-6	-1.92795e-6	-1.92703e-6	-1.92577e-6	-1.92468e-6	-1.93746e-6	-1.95188e-6	-1.97408e-6	-1.97737e-6	-1.9788e-6	-1.98299e-6	-1.97423e-6	-1.96889e-6	-1.96867e-6	-1.97421e-6	-1.97508e-6	-1.98708e-6	-1.9926e-6	-1.99319e-6	-1.97888e-6	-1.96786e-6	-1.96377e-6	-1.96864e-6	-1.97265e-6	-1.97442e-6	-1.98334e-6	-1.98739e-6	-1.97255e-6	-1.96314e-6	-1.94954e-6	-1.94602e-6
-2.00686e-6	-2.00778e-6	-1.98307e-6	-1.96188e-6	-1.94728e-6	-1.9416e-6	-1.94406e-6	-1.95503e-6	-1.96918e-6	-1.97315e-6	-1.97355e-6	-1.97732e-6	-1.98161e-6	-1.98652e-6	-1.98956e-6	-1.98773e-6	-1.98468e-6	-1.984e-6	-1.98245e-6	-1.99045e-6	-1.99826e-6	-2.00842e-6	-2.01797e-6	-2.01231e-6	-1.9993e-6	-1.98399e-6	-1.96996e-6	-1.95516e-6	-1.94492e-6	-1.93869e-6	-1.93693e-6	-1.94335e-6	-1.95337e-6	-1.96382e-6	-1.96582e-6	-1.96604e-6	-1.96692e-6	-1.96997e-6	-1.97905e-6	-1.99018e-6	-1.9809e-6	-1.97299e-6	-1.96728e-6	-1.9634e-6	-1.96805e-6	-1.97095e-6	-1.96235e-6	-1.95126e-6	-1.94181e-6	-1.93163e-6	-1.92451e-6	-1.91901e-6	-1.91779e-6	-1.92175e-6	-1.92982e-6	-1.93965e-6	-1.95896e-6	-1.97975e-6	-1.99276e-6	-1.99774e-6	-1.98535e-6	-1.98163e-6	-1.98321e-6	-1.9905e-6	-1.99545e-6	-2.0029e-6	-2.00714e-6	-2.01694e-6	-2.02512e-6	-2.01324e-6	-1.99705e-6	-1.98424e-6	-1.97524e-6	-1.97013e-6	-1.96839e-6	-1.96959e-6	-1.97281e-6	-1.98091e-6	-1.99007e-6	-1.99806e-6	-1.99203e-6	-1.98497e-6	-1.97959e-6	-1.98254e-6	-1.99039e-6	-2.01099e-6	-2.02181e-6	-2.02276e-6	-2.02242e-6	-2.0276e-6	-2.03457e-6	-2.03794e-6	-2.0303e-6	-2.00556e-6	-1.97916e-6	-1.96269e-6	-1.94658e-6	-1.93898e-6	-1.93146e-6	-1.92842e-6	-1.92088e-6	-1.92757e-6	-1.93815e-6	-1.94811e-6	-1.95912e-6	-1.95753e-6	-1.9732e-6	-1.97694e-6	-1.96897e-6	-1.96537e-6	-1.96581e-6	-1.96697e-6	-1.97051e-6	-1.98179e-6	-1.99353e-6	-1.98959e-6	-1.97657e-6	-1.96503e-6	-1.95883e-6	-1.96081e-6	-1.9663e-6	-1.97218e-6	-1.97794e-6	-1.98435e-6	-1.97959e-6	-1.96908e-6	-1.95436e-6	-1.94893e-6
