Position (cm^-1)	Sample Intensity (V)
1610	1.64772776770405e-4
1615	1.50853971717879e-4
1620	1.33986206492409e-4
1625	1.13851951027755e-4
1630	9.58690361585468e-5
1635	8.89738948899321e-5
1640	1.06642808532342e-4
1645	1.61887903232127e-4
1650	2.4239432241302e-4
1655	3.09494556859136e-4
1660	3.47029272234067e-4
1665	3.62758757546544e-4
1670	3.69860354112461e-4
1675	3.72899929061532e-4
1680	3.7712074117735e-4
1685	3.82827041903511e-4
1690	3.89109074603766e-4
1695	3.95338312955573e-4
1700	4.02411300456151e-4
1705	4.09534317441285e-4
1710	4.16128430515528e-4
1715	4.2210117680952e-4
1720	4.28096478572115e-4
1725	4.33533830801025e-4
1730	4.38955816207454e-4
1735	4.44816512754187e-4
1740	4.51282947324216e-4
1745	4.56943467725068e-4
1750	4.60939947515726e-4
1755	4.64213080704212e-4
1760	4.66042518382892e-4
1765	4.66527271782979e-4
1770	4.65636054286733e-4
1775	4.62139112642035e-4
1780	4.54911933047697e-4
1785	4.44099918240681e-4
1790	4.30886255344376e-4
1795	4.17238043155521e-4
1800	4.03104786528274e-4
1805	3.89571388950571e-4
1810	3.76418669475242e-4
1815	3.62893741112202e-4
1820	3.48999805282801e-4
1825	3.36443627020344e-4
1830	3.26544948620722e-4
1835	3.18860373226926e-4
1840	3.11411742586642e-4
1845	3.03161941701546e-4
1850	2.92905984679237e-4
1855	2.80618813121691e-4
1860	2.69796350039542e-4
1865	2.61368986684829e-4
1870	2.60521512245759e-4
1875	2.72953941021115e-4
1875	2.73275363724679e-4
