Position (cm^-1)	Sample Intensity (V)
1600	2.37801825278439e-4
1605	2.2068151156418e-4
1610	2.05481075681746e-4
1615	1.85750192031264e-4
1620	1.56933820107952e-4
1625	1.21274541015737e-4
1630	9.06655186554417e-5
1635	8.72749151312746e-5
1640	1.39478826895356e-4
1645	2.59747932432219e-4
1650	4.09077183576301e-4
1655	5.20615372806788e-4
1660	5.75111887883395e-4
1665	5.94260229263455e-4
1670	6.0308666434139e-4
1675	6.10129849519581e-4
1680	6.17730780504644e-4
1685	6.21723418589681e-4
1690	6.20796985458583e-4
1695	6.16901030298322e-4
1700	6.14213175140321e-4
1705	6.16706849541515e-4
1710	6.27537723630667e-4
1715	6.45895081106573e-4
1720	6.68700959067792e-4
1725	6.90869579557329e-4
1730	7.09312676917762e-4
1735	7.22905329894275e-4
1740	7.31314241420478e-4
1745	7.36532267183065e-4
1750	7.41235911846161e-4
1755	7.48949067201465e-4
1760	7.60098628234118e-4
1765	7.72982253693044e-4
1770	7.84506206400692e-4
1775	7.91074126027525e-4
1780	7.88297969847918e-4
1785	7.75013177189976e-4
1790	7.52023130189627e-4
1795	7.25043239071965e-4
1800	6.98173244018108e-4
1805	6.74462236929685e-4
1810	6.55081064905971e-4
1815	6.40191661659628e-4
1820	6.27304660156369e-4
1825	6.12938776612282e-4
1830	5.93272503465414e-4
1835	5.68354153074324e-4
1840	5.38886175490916e-4
1845	5.06914802826941e-4
1850	4.75549168186262e-4
1855	4.51194471679628e-4
1860	4.3856687261723e-4
1865	4.41247480921447e-4
1870	4.66140219941735e-4
1875	5.22498274222016e-4
1875	5.21998386830092e-4
