Wavenumber (cm^-1)	Intensity (V)
1533.3064516129	5.77261186213466e-5
1535.30465949821	4.47944329705342e-5
1537.30286738351	3.72628667094501e-5
1539.30107526882	3.71471012244244e-5
1541.29928315412	3.06165659220921e-5
1543.29749103943	4.09741719646859e-5
1545.29569892473	3.89993489848357e-5
1547.29390681004	4.38614993559153e-5
1549.29211469534	4.93365258241897e-5
1551.29032258065	3.53016631984264e-5
1553.28853046595	5.11615346469479e-5
1555.28673835125	4.53119727859432e-5
1557.28494623656	2.56658890036399e-5
1559.28315412186	2.42971323865713e-5
1561.28136200717	4.35210126352514e-5
1563.27956989247	4.51008710191316e-5
1565.27777777778	4.49646763308661e-5
1567.27598566308	4.8778127602301e-5
1569.27419354839	3.3394937562709e-5
1571.27240143369	3.97348003014696e-5
1573.270609319	2.91184243511712e-5
1575.2688172043	2.58838005048648e-5
1577.26702508961	2.27036545338645e-5
1579.26523297491	3.1869557054135e-5
1581.26344086022	2.52709244076699e-5
1583.26164874552	2.91456632888243e-5
1585.25985663082	2.88937031155331e-5
1587.25806451613	4.66807294030118e-5
1589.25627240143	2.89618004596658e-5
1591.25448028674	7.94015032588064e-6
1593.25268817204	1.95371280316909e-5
1595.25089605735	3.82570879337885e-5
1597.24910394265	3.07323314071178e-5
1599.24731182796	5.02626497043954e-5
1601.24551971326	3.80732251046301e-5
1603.24372759857	4.21182073461164e-5
1605.24193548387	3.54719065587583e-5
1607.24014336918	1.54240484460717e-5
1609.23835125448	2.29488049727425e-5
1611.23655913979	1.52674245545664e-5
1613.23476702509	1.83045661028878e-5
1615.23297491039	6.70077866266428e-6
1617.2311827957	1.57100572914294e-5
1619.229390681	1.50018449124486e-5
1621.22759856631	1.05006104652727e-5
1623.22580645161	1.15561192993306e-5
1625.22401433692	3.77259286495529e-6
1627.22222222222	1.48043626144636e-5
1629.22043010753	1.10045308118552e-5
1631.21863799283	7.91972112264081e-6
1633.21684587814	1.63842209983438e-5
1635.21505376344	2.17639111848323e-5
1637.21326164875	6.18323884725525e-6
1639.21146953405	1.02895086984611e-5
1641.20967741936	3.03714154832141e-6
1643.20788530466	1.64931767489562e-5
1645.20609318996	1.45251635035192e-5
1647.20430107527	4.07222117913947e-6
1649.20250896057	1.93873138745988e-5
1651.20071684588	6.36710167641372e-6
1653.19892473118	1.15016414240244e-5
1655.19713261649	1.54989555246178e-5
1657.19534050179	1.09432432021357e-5
1659.1935483871	6.49648663026598e-6
1661.1917562724	5.23668576380979e-6
1663.18996415771	2.01295749256459e-5
1665.18817204301	1.01737432134354e-5
1667.18637992832	1.05006104652727e-5
1669.18458781362	1.14539732831314e-5
1671.18279569892	1.68677121416864e-5
1673.18100358423	2.24244554229202e-5
1675.17921146953	2.77224287964495e-5
1677.17741935484	7.66776094934957e-6
1679.17562724014	8.11720342062583e-6
1681.17383512545	2.60540438651967e-5
1683.17204301075	1.16242166434633e-5
1685.17025089606	2.084459703904e-5
1687.16845878136	1.1665075049943e-5
1689.16666666667	1.08342874515232e-5
1691.16487455197	3.36060393295205e-5
1693.16308243728	1.1590167971397e-5
1695.16129032258	1.36943759050995e-5
1697.15949820789	4.26289374271122e-6
1699.15770609319	1.55125749934443e-5
1701.15591397849	1.96801324543697e-6
1703.1541218638	7.96057952912047e-6
1705.1523297491	1.17808405349687e-5
1707.15053763441	1.89106324656694e-5
1709.14874551971	2.45082341533829e-5
1711.14695340502	2.80561057827e-5
1713.14516129032	2.31054288642479e-5
1715.14336917563	9.86049543042467e-6
1717.14157706093	1.9441791749905e-5
1719.13978494624	1.0582327278232e-5
1721.13799283154	1.69494289546457e-5
1723.13620071685	3.00785969034432e-5
1725.13440860215	1.26933449463478e-5
1727.13261648746	8.36916359391707e-6
1729.13082437276	5.06644240347787e-6
1731.12903225806	2.35684908043507e-5
1733.12724014337	1.43413006743607e-5
1735.12544802867	1.34219865285684e-5
1737.12365591398	2.45218536222094e-5
1739.12186379928	6.99359724243517e-6
1741.12007168459	3.97416100358828e-5
1743.11827956989	1.3313030777956e-5
1745.1164874552	4.68509727633437e-6
1747.1146953405	1.4470685628213e-5
1749.11290322581	9.93540250897071e-6
1751.11111111111	1.85360970729392e-5
1753.10931899642	4.67147780750782e-6
1755.10752688172	4.48080524393607e-6
1757.10573476703	4.35142029008381e-6
1759.10394265233	2.91660924920641e-5
1761.10215053763	1.49950351780353e-5
1763.10035842294	2.86689818798949e-5
1765.09856630824	1.43004422678811e-6
1767.09677419355	1.21962343341786e-5
1769.09498207885	1.09091945300693e-5
1771.09318996416	1.57168670258426e-5
1773.09139784946	1.51788980071938e-5
1775.08960573477	1.14880219551978e-5
1777.08781362007	1.30202121981851e-5
1779.08602150538	1.78142652251319e-5
1781.08422939068	2.23563580787874e-5
1783.08243727599	2.37387341646826e-5
1785.08064516129	1.66974687813545e-5
1787.0788530466	1.25162918516026e-5
1789.0770609319	2.07969288981471e-5
1791.0752688172	1.91353537013075e-5
1793.07347670251	2.16890041062863e-5
1795.07168458781	2.11306058843976e-5
1797.06989247312	9.03651756641819e-6
1799.06810035842	9.45872110004134e-6
1801.06630824373	1.42459643925749e-5
1803.06451612903	1.47022165982644e-5
1805.06272401434	1.22098538030051e-5
1807.06093189964	1.2305190084791e-5
1809.05913978495	2.26219377209052e-5
1811.05734767025	7.66095121493629e-6
1813.05555555556	2.12599908382499e-5
1815.05376344086	2.37523536335091e-5
1817.05197132616	1.59824466679604e-5
1819.05017921147	3.24143358071971e-6
1821.04838709677	8.57345562631537e-6
1823.04659498208	1.18285086758616e-5
1825.04480286738	1.75282563797742e-5
1827.04301075269	8.87989367491282e-6
1829.04121863799	1.01941724166752e-5
1831.0394265233	8.01505740442668e-6
1833.0376344086	1.44366369561466e-5
1835.03584229391	4.26289374271122e-6
1837.03405017921	1.22370927406582e-5
1839.03225806452	6.64630078735806e-6
1841.03046594982	2.2124827108736e-5
1843.02867383513	9.36338481825547e-6
1845.02688172043	1.54104289772452e-5
1847.02508960573	1.60505440120932e-5
1849.02329749104	1.7521446645361e-5
1851.02150537634	1.19510838953006e-5
1853.01971326165	1.49473670371424e-5
1855.01792114695	1.15356900960907e-5
1857.01612903226	1.05618980749922e-5
1859.01433691756	8.16487156151877e-6
1861.01254480287	1.03916547146603e-5
1863.01075268817	9.64258392919981e-6
1865.00896057348	2.37864023055755e-5
1867.00716845878	3.35038933133214e-6
1869.00537634409	1.90400174195217e-5
1871.00358422939	8.26020784330464e-6
1873.0017921147	6.88464149182275e-6
1875	1.37352343115791e-5
