Wavenumber (cm^-1)	Intensity (V)
1229.5788530466	2.66941589000447e-6
1231.5770609319	4.32418135243071e-6
1233.5752688172	2.69665482765757e-6
1235.57347670251	1.04529423243797e-5
1237.57168458781	1.08683361235896e-5
1239.56989247312	6.48286716143942e-6
1241.56810035842	6.01980522133661e-6
1243.56630824373	2.88732739122932e-6
1245.56451612903	8.95480075345887e-6
1247.56272401434	1.02895086984611e-5
1249.56093189964	5.10049107554425e-6
1251.55913978495	1.80457961951833e-6
1253.55734767025	3.3912477378118e-6
1255.55555555556	8.44407067246311e-6
1257.55376344086	9.71068127333258e-6
1259.55197132617	3.7998318026084e-6
1261.55017921147	5.32521231118238e-6
1263.54838709677	4.81448223018663e-6
1265.54659498208	6.63949105294479e-6
1267.54480286738	4.48080524393607e-6
1269.54301075269	6.55777423998547e-6
1271.54121863799	5.91084947072418e-6
1273.5394265233	2.79880084385673e-6
1275.5376344086	6.72120786590411e-6
1277.53584229391	1.04529423243797e-5
1279.53405017921	1.01124556037159e-5
1281.53225806452	8.85946447167299e-6
1283.53046594982	8.39640253157018e-6
1285.52867383513	1.0459752058793e-5
1287.52688172043	1.11543449689472e-5
1289.52508960573	8.66879190810124e-6
1291.52329749104	1.25843891957354e-5
1293.52150537634	1.50495130533415e-5
1295.51971326165	2.16617651686332e-5
1297.51792114695	2.11918934941171e-5
1299.51612903226	1.70651944396714e-5
1301.51433691756	1.1787650269382e-5
1303.51254480287	9.22038039557666e-6
1305.51075268817	6.55096450557219e-6
1307.50896057348	7.14341139952726e-6
1309.50716845878	5.60441142212673e-6
1311.50537634409	1.65476546242624e-6
1313.50358422939	2.09058846487595e-6
1315.5017921147	7.81076537202838e-6
1317.5	1.19306546920608e-5
1319.4982078853	1.39327166095641e-5
1321.49641577061	9.30890694294926e-6
1323.49462365591	1.07117122320843e-5
1325.49283154122	1.25980086645619e-5
1327.49103942652	1.36398980297932e-5
1329.48924731183	9.86730516483794e-6
1331.48745519713	1.13382077981057e-5
1333.48566308244	1.17467918629023e-5
1335.48387096774	1.17740308005554e-5
1337.48207885305	1.04529423243797e-5
1339.48028673835	9.98988038427693e-6
1341.47849462366	5.73379637597899e-6
1343.47670250896	6.63949105294479e-6
1345.47491039427	2.44469465436634e-6
1347.47311827957	4.37184949332364e-6
1349.47132616487	4.22884507064483e-6
1351.46953405018	3.74535392730219e-6
1353.46774193548	8.13082288945239e-6
1355.46594982079	1.82024200866886e-5
1357.46415770609	2.68916411980297e-5
1359.4623655914	3.11885836128073e-5
1361.4605734767	3.81140835111097e-5
1363.45878136201	3.84000923564673e-5
1365.45698924731	3.70313357393987e-5
1367.45519713262	3.7923410947538e-5
1369.45340501792	4.22475922999687e-5
1371.45161290323	4.68305435601039e-5
1373.44982078853	4.7817955050029e-5
1375.44802867384	5.35585611604213e-5
1377.44623655914	5.43621098211879e-5
1379.44444444444	4.75387559390847e-5
1381.44265232975	4.76340922208706e-5
1383.44086021505	4.79677692071211e-5
1385.43906810036	4.68305435601039e-5
1387.43727598566	4.24655038011935e-5
1389.43548387097	4.54004993333158e-5
1391.43369175627	4.53051630515299e-5
1393.43189964158	4.54345480053822e-5
1395.43010752688	4.62789550726285e-5
1397.42831541219	4.32281940554805e-5
1399.42652329749	3.56012915126106e-5
1401.4247311828	3.7753167587206e-5
1403.4229390681	3.97620392391227e-5
1405.42114695341	3.97484197702961e-5
1407.41935483871	3.94147427840456e-5
1409.41756272401	3.75012074139148e-5
1411.41577060932	4.19820126578509e-5
1413.41397849462	4.06473047128486e-5
1415.41218637993	3.4552592412966e-5
1417.41039426523	2.77156190620362e-5
1419.40860215054	2.36433978828967e-5
1421.40681003584	2.34391058504984e-5
1423.40501792115	2.37046854926162e-5
1425.40322580645	1.76644510680398e-5
1427.40143369176	1.5873490917348e-5
1429.39964157706	2.36638270861365e-5
1431.39784946237	3.34357959691886e-5
1433.39605734767	3.34221765003621e-5
1435.39426523298	3.7160720693251e-5
1437.39247311828	4.7620472752044e-5
1439.39068100358	4.96497736072005e-5
1441.38888888889	4.6612632058879e-5
1443.38709677419	4.9268428480057e-5
1445.3853046595	5.88156761274709e-5
1447.3835125448	7.31842157394848e-5
1449.38172043011	7.82710873462024e-5
1451.37992831541	7.88635342401575e-5
1453.37813620072	8.74982774761924e-5
1455.37634408602	1.03569250691525e-4
1457.37455197133	1.01138175505986e-4
1459.37275985663	8.71033128802223e-5
1461.37096774194	6.68784016727905e-5
1463.36917562724	6.12876097194903e-5
1465.36738351255	6.08517867170406e-5
1467.36559139785	6.44405167528375e-5
1469.36379928315	6.12807999850771e-5
1471.36200716846	6.38208309212293e-5
1473.36021505376	6.73006052064137e-5
1475.35842293907	5.95987955849977e-5
1477.35663082437	5.17199328688366e-5
1479.35483870968	4.7375322313166e-5
1481.35304659498	5.56287204220574e-5
1483.35125448029	6.64085299982744e-5
1485.34946236559	6.9547817562795e-5
1487.3476702509	6.82335388210326e-5
1489.3458781362	7.66980386967355e-5
1491.34408602151	8.13218483633504e-5
1493.34229390681	8.99225429273189e-5
1495.34050179211	1.10235980682123e-4
1497.33870967742	1.22473073422782e-4
1499.33691756272	1.08281586905513e-4
1501.33512544803	8.58230828105263e-5
1503.33333333333	7.33067909589237e-5
1505.33154121864	6.37935919835762e-5
1507.32974910394	5.70928133209119e-5
1509.32795698925	4.97995877642926e-5
1511.32616487455	4.81175833642132e-5
1513.32437275986	4.82061099115858e-5
1515.32258064516	4.7102932936635e-5
1517.32078853047	4.94454815748022e-5
1519.31899641577	5.30546408138388e-5
1521.31720430108	5.20536098550871e-5
1523.31541218638	5.31704062988645e-5
1525.31362007168	4.66262515277056e-5
1527.31182795699	4.90709461820719e-5
1529.31003584229	5.01196452817165e-5
1531.3082437276	5.41033399134834e-5
1533.3064516129	5.2714154093175e-5
1535.30465949821	5.18901762291685e-5
1537.30286738351	4.82197293804124e-5
1539.30107526882	3.83932826220541e-5
1541.29928315412	3.39737649878375e-5
1543.29749103943	2.85395969260427e-5
1545.29569892473	2.88868933811198e-5
1547.29390681004	2.96087252289271e-5
1549.29211469534	3.19376543982677e-5
1551.29032258065	3.86452427953453e-5
1553.28853046595	3.95305082690713e-5
1555.28673835125	4.00752870221334e-5
1557.28494623656	3.21283269618395e-5
1559.28315412186	3.29999729667389e-5
1561.28136200717	3.23598579318909e-5
1563.27956989247	3.15358800678844e-5
1565.27777777778	3.44913048032465e-5
1567.27598566308	3.54650968243451e-5
1569.27419354839	3.01875526540556e-5
1571.27240143369	2.88324155058136e-5
1573.270609319	3.01398845131627e-5
1575.2688172043	3.11681544095675e-5
1577.26702508961	3.1869557054135e-5
1579.26523297491	2.78381942814752e-5
1581.26344086022	2.99083535431113e-5
1583.26164874552	3.7433110069782e-5
1585.25985663082	3.3224694202377e-5
1587.25806451613	3.23598579318909e-5
1589.25627240143	2.79880084385673e-5
1591.25448028674	2.60336146619568e-5
1593.25268817204	2.61698093502224e-5
1595.25089605735	2.62719553664215e-5
1597.24910394265	2.07696899604939e-5
1599.24731182796	2.51892075947105e-5
1601.24551971326	2.46376191072351e-5
1603.24372759857	2.48282916708069e-5
1605.24193548387	2.52845438764964e-5
1607.24014336918	2.24993625014662e-5
1609.23835125448	1.85020484008728e-5
1611.23655913979	1.62071679035986e-5
1613.23476702509	1.6316123654211e-5
1615.23297491039	1.22507122094848e-5
1617.2311827957	6.97316803919535e-6
1619.229390681	7.85843351292132e-6
1621.22759856631	1.02758892296345e-5
1623.22580645161	1.07866193106303e-5
1625.22401433692	7.1025529930476e-6
1627.22222222222	2.87370792240277e-6
1629.22043010753	1.66838493125279e-6
1631.21863799283	3.90197781880755e-6
1633.21684587814	2.09058846487595e-6
1635.21505376344	6.67353972501117e-7
1637.21326164875	9.26123880205632e-7
1639.21146953405	6.22409725373491e-6
1641.20967741936	8.60069456396848e-6
1643.20788530466	5.64526982860639e-6
1645.20609318996	4.22203533623156e-6
1647.20430107527	3.72492472406236e-6
1649.20250896057	2.62855748352481e-6
1651.20071684588	5.12773001319736e-6
1653.19892473118	6.41476981730666e-6
1655.19713261649	6.76887600679704e-6
1657.19534050179	6.75525653797049e-6
1659.1935483871	6.9867875080219e-6
1661.1917562724	2.09739819928922e-6
1663.18996415771	5.47502646827447e-6
1665.18817204301	5.39330965531515e-6
1667.18637992832	8.61431403279503e-6
1669.18458781362	1.36739467018596e-5
1671.18279569892	1.31768360896904e-5
1673.18100358423	2.02385306762584e-5
1675.17921146953	1.44025882840802e-5
1677.17741935484	6.47605742702615e-6
1679.17562724014	8.51897775100916e-6
1681.17383512545	8.89351314373938e-6
1683.17204301075	8.81860606519333e-6
1685.17025089606	3.77940259936857e-6
1687.16845878136	8.34192465626396e-6
1689.16666666667	8.32830518743741e-6
1691.16487455197	6.17642911284197e-6
1693.16308243728	1.41097697043093e-5
1695.16129032258	1.7201389127937e-5
1697.15949820789	1.2380097163337e-5
1699.15770609319	1.15765485025704e-5
1701.15591397849	1.51176103974743e-5
1703.1541218638	1.8359043978194e-5
1705.1523297491	1.85429068073525e-5
1707.15053763441	1.02418405575682e-5
1709.14874551971	8.2738273121312e-6
1711.14695340502	1.17127431908359e-5
1713.14516129032	1.90059687474553e-5
1715.14336917563	2.58701810360382e-5
1717.14157706093	2.41200792918261e-5
1719.13978494624	1.50631325221681e-5
1721.13799283154	1.62275971068384e-5
1723.13620071685	2.04632519118965e-5
1725.13440860215	2.11510350876374e-5
1727.13261648746	1.61118316218127e-5
1729.13082437276	1.17536015973156e-5
1731.12903225806	9.58129631948032e-6
1733.12724014337	8.53940695424899e-6
1735.12544802867	6.19004858166852e-6
1737.12365591398	1.03235573705275e-5
1739.12186379928	9.56767685065377e-6
1741.12007168459	1.04665617932063e-5
1743.11827956989	1.47498847391573e-5
1745.1164874552	1.72081988623502e-5
1747.1146953405	1.55057652590311e-5
1749.11290322581	2.10080306649586e-5
1751.11111111111	1.70243360331918e-5
1753.10931899642	1.03507963081806e-5
1755.10752688172	1.25843891957354e-5
1757.10573476703	1.27546325560673e-5
1759.10394265233	1.71945793935237e-5
1761.10215053763	1.72694864720697e-5
1763.10035842294	8.66198217368797e-6
1765.09856630824	6.57139370881202e-6
1767.09677419355	1.53355218986991e-5
1769.09498207885	1.85769554794189e-5
1771.09318996416	1.90332076851084e-5
1773.09139784946	1.79096015069177e-5
1775.08960573477	1.29657343228788e-5
1777.08781362007	1.08070485138701e-5
1779.08602150538	1.55398139310974e-5
1781.08422939068	1.46409289885449e-5
1783.08243727599	1.09704821397888e-5
1785.08064516129	1.20191812394334e-5
1787.0788530466	1.15629290337438e-5
1789.0770609319	1.14131148766518e-5
1791.0752688172	1.15220706272642e-5
1793.07347670251	1.50563227877548e-5
1795.07168458781	1.0582327278232e-5
1797.06989247312	6.84378308534309e-6
1799.06810035842	9.92178304014416e-6
1801.06630824373	1.10181502806817e-5
1803.06451612903	1.02963184328744e-5
1805.06272401434	1.12292520474933e-5
1807.06093189964	8.85946447167299e-6
1809.05913978495	1.54717165869647e-5
1811.05734767025	1.74669687700547e-5
1813.05555555556	1.04393228555532e-5
1815.05376344086	7.34770343192556e-6
1817.05197132616	9.12504411379078e-6
1819.05017921147	1.47566944735706e-5
1821.04838709677	8.19211049917188e-6
1823.04659498208	3.07119022038779e-6
1825.04480286738	4.98472559051855e-6
1827.04301075269	9.14547331703061e-6
1829.04121863799	1.31019290111444e-5
1831.0394265233	1.19578936297139e-5
1833.0376344086	1.06299954191249e-5
1835.03584229391	8.15806182710549e-6
1837.03405017921	6.08790256546937e-6
1839.03225806452	4.3854689621502e-6
1841.03046594982	8.84584500284644e-6
1843.02867383513	7.776716699962e-6
1845.02688172043	6.9867875080219e-6
1847.02508960573	5.37288045207532e-6
1849.02329749104	7.90610165381426e-6
1851.02150537634	1.39122874063243e-5
1853.01971326165	6.95273883595552e-6
1855.01792114695	1.83181855717143e-6
1857.01612903226	4.69190701074765e-6
1859.01433691756	8.5666458919021e-6
1861.01254480287	8.05591581090634e-6
1863.01075268817	7.65414148052302e-6
1865.00896057348	7.73585829348234e-6
1867.00716845878	6.97997777360862e-6
1869.00537634409	9.12504411379078e-6
1871.00358422939	5.54993354682051e-6
1873.0017921147	2.33573890375391e-6
1875	2.21997341872821e-6
